  0.2607E-02  0.2285E-02  0.5645E-03
  0.2589E-02  0.2274E-02  0.5602E-03
  0.2597E-02  0.2254E-02  0.5943E-03
  0.2638E-02  0.2226E-02  0.6703E-03
  0.2676E-02  0.2194E-02  0.7488E-03
  0.2668E-02  0.2161E-02  0.7836E-03
  0.2602E-02  0.2130E-02  0.7585E-03
  0.2494E-02  0.2104E-02  0.6860E-03
  0.2365E-02  0.2086E-02  0.5859E-03
  0.2254E-02  0.2077E-02  0.4944E-03
  0.2173E-02  0.2078E-02  0.4241E-03
  0.2120E-02  0.2087E-02  0.3737E-03
  0.2085E-02  0.2103E-02  0.3341E-03
  0.2066E-02  0.2123E-02  0.3058E-03
  0.2055E-02  0.2143E-02  0.2838E-03
  0.2050E-02  0.2162E-02  0.2681E-03
  0.2049E-02  0.2177E-02  0.2580E-03
  0.2049E-02  0.2184E-02  0.2530E-03
  0.2049E-02  0.2184E-02  0.2530E-03
  0.2049E-02  0.2177E-02  0.2580E-03
  0.2050E-02  0.2162E-02  0.2681E-03
  0.2055E-02  0.2143E-02  0.2838E-03
  0.2066E-02  0.2123E-02  0.3058E-03
  0.2085E-02  0.2103E-02  0.3341E-03
  0.2120E-02  0.2087E-02  0.3737E-03
  0.2173E-02  0.2078E-02  0.4241E-03
  0.2254E-02  0.2077E-02  0.4944E-03
  0.2365E-02  0.2086E-02  0.5859E-03
  0.2494E-02  0.2104E-02  0.6860E-03
  0.2602E-02  0.2130E-02  0.7585E-03
  0.2668E-02  0.2161E-02  0.7836E-03
  0.2676E-02  0.2194E-02  0.7488E-03
  0.2638E-02  0.2226E-02  0.6703E-03
  0.2597E-02  0.2254E-02  0.5943E-03
  0.2589E-02  0.2274E-02  0.5602E-03
  0.2607E-02  0.2285E-02  0.5645E-03
