  0.4546E-01  0.3625E-01  0.5561E-02
  0.4490E-01  0.3587E-01  0.5553E-02
  0.4342E-01  0.3515E-01  0.5122E-02
  0.4139E-01  0.3415E-01  0.4521E-02
  0.3907E-01  0.3294E-01  0.3863E-02
  0.3664E-01  0.3162E-01  0.3191E-02
  0.3428E-01  0.3030E-01  0.2557E-02
  0.3216E-01  0.2906E-01  0.2020E-02
  0.3038E-01  0.2799E-01  0.1608E-02
  0.2891E-01  0.2713E-01  0.1243E-02
  0.2780E-01  0.2651E-01  0.9520E-03
  0.2704E-01  0.2613E-01  0.7405E-03
  0.2658E-01  0.2596E-01  0.5890E-03
  0.2636E-01  0.2595E-01  0.4803E-03
  0.2629E-01  0.2606E-01  0.4037E-03
  0.2632E-01  0.2620E-01  0.3517E-03
  0.2637E-01  0.2634E-01  0.3194E-03
  0.2641E-01  0.2641E-01  0.3039E-03
  0.2641E-01  0.2641E-01  0.3039E-03
  0.2637E-01  0.2634E-01  0.3194E-03
  0.2632E-01  0.2620E-01  0.3517E-03
  0.2629E-01  0.2606E-01  0.4037E-03
  0.2636E-01  0.2595E-01  0.4803E-03
  0.2658E-01  0.2596E-01  0.5890E-03
  0.2704E-01  0.2613E-01  0.7405E-03
  0.2780E-01  0.2651E-01  0.9520E-03
  0.2891E-01  0.2713E-01  0.1243E-02
  0.3038E-01  0.2799E-01  0.1608E-02
  0.3216E-01  0.2906E-01  0.2020E-02
  0.3428E-01  0.3030E-01  0.2557E-02
  0.3664E-01  0.3162E-01  0.3191E-02
  0.3907E-01  0.3294E-01  0.3863E-02
  0.4139E-01  0.3415E-01  0.4521E-02
  0.4342E-01  0.3515E-01  0.5122E-02
  0.4490E-01  0.3587E-01  0.5553E-02
  0.4546E-01  0.3625E-01  0.5561E-02
