  0.6471E-02  0.5503E-02  0.7192E-03
  0.6396E-02  0.5466E-02  0.7091E-03
  0.6287E-02  0.5394E-02  0.7228E-03
  0.6179E-02  0.5291E-02  0.7799E-03
  0.6017E-02  0.5160E-02  0.8129E-03
  0.5746E-02  0.5007E-02  0.7550E-03
  0.5418E-02  0.4839E-02  0.6495E-03
  0.5088E-02  0.4662E-02  0.5407E-03
  0.4770E-02  0.4483E-02  0.4392E-03
  0.4476E-02  0.4307E-02  0.3500E-03
  0.4212E-02  0.4141E-02  0.2751E-03
  0.3981E-02  0.3987E-02  0.2142E-03
  0.3785E-02  0.3851E-02  0.1657E-03
  0.3622E-02  0.3734E-02  0.1282E-03
  0.3493E-02  0.3639E-02  0.9996E-04
  0.3397E-02  0.3567E-02  0.7990E-04
  0.3334E-02  0.3519E-02  0.6701E-04
  0.3302E-02  0.3495E-02  0.6071E-04
  0.3302E-02  0.3495E-02  0.6071E-04
  0.3334E-02  0.3519E-02  0.6701E-04
  0.3397E-02  0.3567E-02  0.7990E-04
  0.3493E-02  0.3639E-02  0.9996E-04
  0.3622E-02  0.3734E-02  0.1282E-03
  0.3785E-02  0.3851E-02  0.1657E-03
  0.3981E-02  0.3987E-02  0.2142E-03
  0.4212E-02  0.4141E-02  0.2751E-03
  0.4476E-02  0.4307E-02  0.3500E-03
  0.4770E-02  0.4483E-02  0.4392E-03
  0.5088E-02  0.4662E-02  0.5407E-03
  0.5418E-02  0.4839E-02  0.6495E-03
  0.5746E-02  0.5007E-02  0.7550E-03
  0.6017E-02  0.5160E-02  0.8129E-03
  0.6179E-02  0.5291E-02  0.7799E-03
  0.6287E-02  0.5394E-02  0.7228E-03
  0.6396E-02  0.5466E-02  0.7091E-03
  0.6471E-02  0.5503E-02  0.7192E-03
