  0.3309E-01  0.3147E-01  0.4220E-03
  0.3285E-01  0.3128E-01  0.4178E-03
  0.3238E-01  0.3093E-01  0.4083E-03
  0.3172E-01  0.3043E-01  0.3942E-03
  0.3091E-01  0.2980E-01  0.3725E-03
  0.3002E-01  0.2910E-01  0.3493E-03
  0.2908E-01  0.2835E-01  0.3251E-03
  0.2814E-01  0.2759E-01  0.2981E-03
  0.2725E-01  0.2687E-01  0.2723E-03
  0.2643E-01  0.2620E-01  0.2480E-03
  0.2571E-01  0.2561E-01  0.2246E-03
  0.2510E-01  0.2511E-01  0.2031E-03
  0.2460E-01  0.2470E-01  0.1832E-03
  0.2420E-01  0.2438E-01  0.1658E-03
  0.2390E-01  0.2415E-01  0.1512E-03
  0.2369E-01  0.2398E-01  0.1398E-03
  0.2356E-01  0.2388E-01  0.1317E-03
  0.2349E-01  0.2383E-01  0.1276E-03
  0.2349E-01  0.2383E-01  0.1276E-03
  0.2356E-01  0.2388E-01  0.1317E-03
  0.2369E-01  0.2398E-01  0.1398E-03
  0.2390E-01  0.2415E-01  0.1512E-03
  0.2420E-01  0.2438E-01  0.1658E-03
  0.2460E-01  0.2470E-01  0.1832E-03
  0.2510E-01  0.2511E-01  0.2031E-03
  0.2571E-01  0.2561E-01  0.2246E-03
  0.2643E-01  0.2620E-01  0.2480E-03
  0.2725E-01  0.2687E-01  0.2723E-03
  0.2814E-01  0.2759E-01  0.2981E-03
  0.2908E-01  0.2835E-01  0.3251E-03
  0.3002E-01  0.2910E-01  0.3493E-03
  0.3091E-01  0.2980E-01  0.3725E-03
  0.3172E-01  0.3043E-01  0.3942E-03
  0.3238E-01  0.3093E-01  0.4083E-03
  0.3285E-01  0.3128E-01  0.4178E-03
  0.3309E-01  0.3147E-01  0.4220E-03
