  0.2460E-02  0.1949E-02  0.7813E-03
  0.2461E-02  0.1937E-02  0.7957E-03
  0.2441E-02  0.1914E-02  0.8029E-03
  0.2420E-02  0.1882E-02  0.8193E-03
  0.2404E-02  0.1843E-02  0.8486E-03
  0.2380E-02  0.1798E-02  0.8743E-03
  0.2341E-02  0.1750E-02  0.8869E-03
  0.2284E-02  0.1703E-02  0.8807E-03
  0.2210E-02  0.1657E-02  0.8546E-03
  0.2122E-02  0.1615E-02  0.8107E-03
  0.2025E-02  0.1579E-02  0.7523E-03
  0.1924E-02  0.1548E-02  0.6830E-03
  0.1823E-02  0.1523E-02  0.6084E-03
  0.1728E-02  0.1504E-02  0.5344E-03
  0.1645E-02  0.1490E-02  0.4664E-03
  0.1578E-02  0.1480E-02  0.4101E-03
  0.1531E-02  0.1474E-02  0.3698E-03
  0.1506E-02  0.1471E-02  0.3489E-03
  0.1506E-02  0.1471E-02  0.3489E-03
  0.1531E-02  0.1474E-02  0.3698E-03
  0.1578E-02  0.1480E-02  0.4101E-03
  0.1645E-02  0.1490E-02  0.4664E-03
  0.1728E-02  0.1504E-02  0.5344E-03
  0.1823E-02  0.1523E-02  0.6084E-03
  0.1924E-02  0.1548E-02  0.6830E-03
  0.2025E-02  0.1579E-02  0.7523E-03
  0.2122E-02  0.1615E-02  0.8107E-03
  0.2210E-02  0.1657E-02  0.8546E-03
  0.2284E-02  0.1703E-02  0.8807E-03
  0.2341E-02  0.1750E-02  0.8869E-03
  0.2380E-02  0.1798E-02  0.8743E-03
  0.2404E-02  0.1843E-02  0.8486E-03
  0.2420E-02  0.1882E-02  0.8193E-03
  0.2441E-02  0.1914E-02  0.8029E-03
  0.2461E-02  0.1937E-02  0.7957E-03
  0.2460E-02  0.1949E-02  0.7813E-03
