  0.1441E-02  0.1076E-02  0.4045E-03
  0.1423E-02  0.1076E-02  0.3903E-03
  0.1396E-02  0.1076E-02  0.3698E-03
  0.1367E-02  0.1076E-02  0.3495E-03
  0.1335E-02  0.1076E-02  0.3285E-03
  0.1301E-02  0.1076E-02  0.3051E-03
  0.1265E-02  0.1076E-02  0.2795E-03
  0.1223E-02  0.1076E-02  0.2477E-03
  0.1170E-02  0.1076E-02  0.2038E-03
  0.1125E-02  0.1076E-02  0.1674E-03
  0.1089E-02  0.1076E-02  0.1386E-03
  0.1060E-02  0.1076E-02  0.1164E-03
  0.1038E-02  0.1076E-02  0.9949E-04
  0.1021E-02  0.1076E-02  0.8683E-04
  0.1008E-02  0.1076E-02  0.7752E-04
  0.9983E-03  0.1076E-02  0.7098E-04
  0.9923E-03  0.1076E-02  0.6682E-04
  0.9894E-03  0.1076E-02  0.6480E-04
  0.9894E-03  0.1076E-02  0.6480E-04
  0.9923E-03  0.1076E-02  0.6682E-04
  0.9983E-03  0.1076E-02  0.7098E-04
  0.1008E-02  0.1076E-02  0.7752E-04
  0.1021E-02  0.1076E-02  0.8683E-04
  0.1038E-02  0.1076E-02  0.9949E-04
  0.1060E-02  0.1076E-02  0.1164E-03
  0.1089E-02  0.1076E-02  0.1386E-03
  0.1125E-02  0.1076E-02  0.1674E-03
  0.1170E-02  0.1076E-02  0.2038E-03
  0.1223E-02  0.1076E-02  0.2477E-03
  0.1265E-02  0.1076E-02  0.2795E-03
  0.1301E-02  0.1076E-02  0.3051E-03
  0.1335E-02  0.1076E-02  0.3285E-03
  0.1367E-02  0.1076E-02  0.3495E-03
  0.1396E-02  0.1076E-02  0.3698E-03
  0.1423E-02  0.1076E-02  0.3903E-03
  0.1441E-02  0.1076E-02  0.4045E-03
