  0.6594E-02  0.5868E-02  0.1707E-02
  0.6610E-02  0.5866E-02  0.1733E-02
  0.6644E-02  0.5862E-02  0.1785E-02
  0.6666E-02  0.5857E-02  0.1829E-02
  0.6666E-02  0.5851E-02  0.1855E-02
  0.6656E-02  0.5846E-02  0.1868E-02
  0.6623E-02  0.5842E-02  0.1855E-02
  0.6600E-02  0.5839E-02  0.1846E-02
  0.6585E-02  0.5837E-02  0.1839E-02
  0.6585E-02  0.5837E-02  0.1839E-02
  0.6600E-02  0.5839E-02  0.1846E-02
  0.6623E-02  0.5842E-02  0.1855E-02
  0.6656E-02  0.5846E-02  0.1868E-02
  0.6666E-02  0.5851E-02  0.1855E-02
  0.6666E-02  0.5857E-02  0.1829E-02
  0.6644E-02  0.5862E-02  0.1785E-02
  0.6610E-02  0.5866E-02  0.1733E-02
  0.6594E-02  0.5868E-02  0.1707E-02
