  0.4356E-01  0.4106E-01  0.3808E-02
  0.4250E-01  0.4086E-01  0.3099E-02
  0.4106E-01  0.4050E-01  0.2295E-02
  0.3953E-01  0.4002E-01  0.1551E-02
  0.3821E-01  0.3949E-01  0.1066E-02
  0.3714E-01  0.3898E-01  0.7660E-03
  0.3630E-01  0.3855E-01  0.5655E-03
  0.3573E-01  0.3824E-01  0.4359E-03
  0.3543E-01  0.3808E-01  0.3708E-03
  0.3543E-01  0.3808E-01  0.3708E-03
  0.3573E-01  0.3824E-01  0.4359E-03
  0.3630E-01  0.3855E-01  0.5655E-03
  0.3714E-01  0.3898E-01  0.7660E-03
  0.3821E-01  0.3949E-01  0.1066E-02
  0.3953E-01  0.4002E-01  0.1551E-02
  0.4106E-01  0.4050E-01  0.2295E-02
  0.4250E-01  0.4086E-01  0.3099E-02
  0.4356E-01  0.4106E-01  0.3808E-02
